"","participant","age","place","item","value","agreement","Sum","Svartid"
"395","21796112","40-49","Vanylven","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 1 sekund"
"396","21796116","60-69","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","56 sekund"
"397","21796228","60-69","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","55 sekund"
"398","21796244","60-69","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","4 minutt 19 sekund"
"399","21796249","50-59","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 57 sekund"
"400","21796250","40-49","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 13 sekund"
"401","21796292","50-59","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","53 sekund"
"402","21796450","30-39","Vanylven","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","39 sekund"
"403","21797093","50-59","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 1 sekund"
"404","21797447","40-49","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 17 sekund"
"405","21797765","50-59","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","38 sekund"
"406","21797770","40-49","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt"
"407","21797789","50-59","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","34 sekund"
"408","21797869","40-49","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 4 sekund"
"409","21797873","50-59","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 18 sekund"
"410","21797899","50-59","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 4 sekund"
"411","21797902","50-59","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 3 sekund"
"412","21797903","50-59","Volda/Ålesund","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 20 sekund"
"413","21797948","60-69","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 41 sekund"
"414","21798119","40-49","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","49 sekund"
"415","21798161",">70","Sula","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 1 sekund"
"416","21798201","60-69","Hareid","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","2 minutt 3 sekund"
"417","21798250","50-59","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","2 minutt"
"418","21798251","40-49","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","50 sekund"
"419","21798254","50-59","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 31 sekund"
"420","21798753","60-69","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","2 minutt 20 sekund"
"421","21799060","40-49","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","53 sekund"
"422","21799065","50-59","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 25 sekund"
"423","21799068","60-69","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 13 sekund"
"424","21799070","50-59","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 33 sekund"
"425","21799073","40-49","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","2 minutt 19 sekund"
"426","21799080","50-59","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 11 sekund"
"427","21799083","60-69","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 16 sekund"
"428","21799087","40-49","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","54 sekund"
"429","21799088","40-49","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","55 sekund"
"430","21799090","40-49","Ørsts","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 34 sekund"
"431","21799098","50-59","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 44 sekund"
"432","21799621","60-69","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 23 sekund"
"433","21799633","40-49","Herøy","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 11 sekund"
"434","21799636","40-49","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","2 minutt 28 sekund"
"435","21799642","60-69","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","2 minutt 43 sekund"
"436","21799684","50-59","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 6 sekund"
"437","21800065","40-49","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","5 timar 44 minutt 2 sekund"
"438","21800070","30-39","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","3 minutt 14 sekund"
"439","21800075","50-59","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 36 sekund"
"440","21800103","50-59","Herøy","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 3 sekund"
"441","21800119","50-59","volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","2 minutt 59 sekund"
"442","21800121","50-59","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 5 sekund"
"443","21800183","50-59","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 24 sekund"
"444","21800187",">70","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 34 sekund"
"445","21800243","40-49","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 14 sekund"
"446","21800245","50-59","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 5 sekund"
"447","21800254","60-69","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 25 sekund"
"448","21800258",">70","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 1 sekund"
"449","21800316","40-49","Volda","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","58 sekund"
"450","21800337","50-59","Vanylven","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 26 sekund"
"451","21800349","60-69","Ørsta","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","2 minutt 7 sekund"
"452","21800383","60-69","Ålesund","Premiane.va..UTDELT...UTDELTE..på.skulen","utdelte",1,"0","1 minutt 40 sekund"
"453","21794624","30-39","Fjord","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 48 sekund"
"454","21794643","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","2 minutt 14 sekund"
"455","21794690","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 2 sekund"
"456","21794763","20-29","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","52 sekund"
"457","21794767","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 4 sekund"
"458","21794785","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 6 sekund"
"459","21794818","30-39","Sula","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","45 sekund"
"460","21794822","20-29","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 4 sekund"
"461","21794954","40-49","Sykkylven","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 14 sekund"
"462","21794967","30-39","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 12 sekund"
"463","21795069","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","50 sekund"
"464","21795144","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","4 minutt 1 sekund"
"465","21795169","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 13 sekund"
"466","21795200","30-39","Giske","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 25 sekund"
"467","21795381","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 11 sekund"
"468","21795408","50-59","Ålesund","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 16 sekund"
"469","21795479","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 29 sekund"
"470","21795513","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 18 sekund"
"471","21795524","30-39","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","41 sekund"
"472","21795541","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 29 sekund"
"473","21795552","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 41 sekund"
"474","21795564","50-59","Stranda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 35 sekund"
"475","21795566","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","2 minutt 2 sekund"
"476","21796000","50-59","Voldinje","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 21 sekund"
"477","21796001","30-39","Fjord","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","54 sekund"
"478","21796066","60-69","Ålesund","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 4 sekund"
"479","21796079","30-39","Ørstinje","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 26 sekund"
"480","21796091","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","3 minutt 56 sekund"
"481","21796195","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","55 sekund"
"482","21796405","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 29 sekund"
"483","21797461","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 14 sekund"
"484","21797475","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","58 sekund"
"485","21797736","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","3 minutt 21 sekund"
"486","21797850","<20","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","28 sekund"
"487","21797881","50-59","Herøy","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 49 sekund"
"488","21797900","30-39","Ålesund","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 31 sekund"
"489","21797910","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 26 sekund"
"490","21798119","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","49 sekund"
"491","21798255","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 15 sekund"
"492","21799073","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","2 minutt 19 sekund"
"493","21799221","60-69","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 21 sekund"
"494","21799646","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 48 sekund"
"495","21800208","20-29","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 2 sekund"
"496","21800397","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgd",0,"0","1 minutt 9 sekund"
"497","21794093","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","2 minutt 6 sekund"
"498","21794628","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","44 sekund"
"499","21794667","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","58 sekund"
"500","21794670","60-69","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","59 sekund"
"501","21794673","60-69","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 8 sekund"
"502","21794675","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 5 sekund"
"503","21794680","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 33 sekund"
"504","21794681","60-69","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","3 minutt 56 sekund"
"505","21794683","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","49 sekund"
"506","21794685","60-69","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","2 minutt 16 sekund"
"507","21794696","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 36 sekund"
"508","21794699","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","2 minutt 2 sekund"
"509","21794761","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","47 sekund"
"510","21794764","40-49","Ulstein","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 1 sekund"
"511","21794772","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 26 sekund"
"512","21794780","30-39","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","47 sekund"
"513","21794798","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 13 sekund"
"514","21794801","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","46 sekund"
"515","21794831","50-59","Ørsta (utflytta i over 35 år)","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 32 sekund"
"516","21794832","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 29 sekund"
"517","21794833","50-59","Ulstein","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","3 minutt 16 sekund"
"518","21794834","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 29 sekund"
"519","21794836","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 36 sekund"
"520","21794857","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 1 sekund"
"521","21794858","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 1 sekund"
"522","21794859","30-39","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 18 sekund"
"523","21794945","50-59","Vanylven","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 5 sekund"
"524","21794946","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 18 sekund"
"525","21794947","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 8 sekund"
"526","21794952","30-39","Vanylven","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","51 sekund"
"527","21794968","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 42 sekund"
"528","21794973","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","49 sekund"
"529","21794974","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","20 sekund"
"530","21794976","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 48 sekund"
"531","21794979","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","2 minutt 3 sekund"
"532","21794984","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","56 sekund"
"533","21794985","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 5 sekund"
"534","21794987","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 53 sekund"
"535","21794993","40-49","Ulstein Kommune","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 18 sekund"
"536","21794995","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 35 sekund"
"537","21794996","20-29","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 18 sekund"
"538","21794998","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","37 sekund"
"539","21795000","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 10 sekund"
"540","21795004","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","2 minutt 21 sekund"
"541","21795014","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 10 sekund"
"542","21795022","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 2 sekund"
"543","21795036","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 21 sekund"
"544","21795037","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 33 sekund"
"545","21795052","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","3 minutt 13 sekund"
"546","21795054","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","41 sekund"
"547","21795056","30-39","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","2 minutt 13 sekund"
"548","21795058",">70","Herøy","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","3 minutt 15 sekund"
"549","21795066","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 47 sekund"
"550","21795070","60-69","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 11 sekund"
"551","21795080","30-39","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 8 sekund"
"552","21795131","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","46 sekund"
"553","21795134","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","51 sekund"
"554","21795141","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","47 sekund"
"555","21795145","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 15 sekund"
"556","21795165","30-39","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","2 minutt 6 sekund"
"557","21795170","60-69","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","35 sekund"
"558","21795187","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 26 sekund"
"559","21795197","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","53 sekund"
"560","21795199","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","44 sekund"
"561","21795208","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","43 sekund"
"562","21795210","50-59","Vanylven","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 55 sekund"
"563","21795248",">70","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 12 sekund"
"564","21795338","50-59","ØRSTA","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 22 sekund"
"565","21795351","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 43 sekund"
"566","21795360","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","2 minutt 9 sekund"
"567","21795372","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 5 sekund"
"568","21795417","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 2 sekund"
"569","21795535","50-59","volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 48 sekund"
"570","21795539","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 1 sekund"
"571","21795542",">70","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 36 sekund"
"572","21795560","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","3 minutt 34 sekund"
"573","21795561","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","47 sekund"
"574","21795563","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 20 sekund"
"575","21795572","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","2 minutt 14 sekund"
"576","21795590","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","50 sekund"
"577","21795837","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","58 sekund"
"578","21795841","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","55 sekund"
"579","21795844","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","41 sekund"
"580","21795846","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","42 sekund"
"581","21795853","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","51 sekund"
"582","21795858","60-69","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","54 sekund"
"583","21795877","30-39","Ørsya","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","27 sekund"
"584","21795879","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 49 sekund"
"585","21795886","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 10 sekund"
"586","21795968","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","4 minutt 28 sekund"
"587","21795972","20-29","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 49 sekund"
"588","21795999","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","40 sekund"
"589","21796020","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","54 sekund"
"590","21796034","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 18 sekund"
"591","21796037","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 1 sekund"
"592","21796046","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 16 sekund"
"593","21796058","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 53 sekund"
"594","21796071","50-59","Sande","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","48 sekund"
"595","21796075","40-49","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt"
"596","21796078","30-39","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 34 sekund"
"597","21796082",">70","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 27 sekund"
"598","21796098","30-39","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 18 sekund"
"599","21796110","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 2 sekund"
"600","21796112","40-49","Vanylven","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 1 sekund"
"601","21796116","60-69","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","56 sekund"
"602","21796124","50-59","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 4 sekund"
"603","21796194","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","45 sekund"
"604","21796228","60-69","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","55 sekund"
"605","21796242","60-69","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","54 sekund"
"606","21796244","60-69","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","4 minutt 19 sekund"
"607","21796249","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 57 sekund"
"608","21796250","40-49","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 13 sekund"
"609","21796269","30-39","Ørsta","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 57 sekund"
"610","21796274","40-49","Ørsta/Vanylven","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 43 sekund"
"611","21796292","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","53 sekund"
"612","21796445","50-59","Volda","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","1 minutt 38 sekund"
"613","21796450","30-39","Vanylven","Stokkane.va..HØGD...HØGDE..vinteren.1950","høgde",1,"0","39 sekund"
