"","participant","age","place","item","value","agreement","Sum","Svartid"
"1179","21794979","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","2 minutt 3 sekund"
"1180","21794984","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","56 sekund"
"1181","21794985","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 5 sekund"
"1182","21794987","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 53 sekund"
"1183","21794993","40-49","Ulstein Kommune","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 18 sekund"
"1184","21794995","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 35 sekund"
"1185","21794996","20-29","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 18 sekund"
"1186","21794998","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","37 sekund"
"1187","21795000","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 10 sekund"
"1188","21795004","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","2 minutt 21 sekund"
"1189","21795014","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 10 sekund"
"1190","21795022","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 2 sekund"
"1191","21795036","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 21 sekund"
"1192","21795037","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 33 sekund"
"1193","21795052","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","3 minutt 13 sekund"
"1194","21795054","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","41 sekund"
"1195","21795056","30-39","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","2 minutt 13 sekund"
"1196","21795058",">70","Herøy","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","3 minutt 15 sekund"
"1197","21795066","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 47 sekund"
"1198","21795069","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","50 sekund"
"1199","21795070","60-69","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 11 sekund"
"1200","21795080","30-39","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 8 sekund"
"1201","21795131","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","46 sekund"
"1202","21795134","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","51 sekund"
"1203","21795141","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","47 sekund"
"1204","21795144","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","4 minutt 1 sekund"
"1205","21795145","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 15 sekund"
"1206","21795165","30-39","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","2 minutt 6 sekund"
"1207","21795169","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 13 sekund"
"1208","21795170","60-69","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","35 sekund"
"1209","21795187","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 26 sekund"
"1210","21795197","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","53 sekund"
"1211","21795199","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","44 sekund"
"1212","21795200","30-39","Giske","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 25 sekund"
"1213","21795208","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","43 sekund"
"1214","21795210","50-59","Vanylven","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 55 sekund"
"1215","21795248",">70","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 12 sekund"
"1216","21795338","50-59","ØRSTA","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 22 sekund"
"1217","21795351","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 43 sekund"
"1218","21795360","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","2 minutt 9 sekund"
"1219","21795372","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 5 sekund"
"1220","21795381","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 11 sekund"
"1221","21795408","50-59","Ålesund","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 16 sekund"
"1222","21795417","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 2 sekund"
"1223","21795479","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 29 sekund"
"1224","21795513","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 18 sekund"
"1225","21795524","30-39","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","41 sekund"
"1226","21795535","50-59","volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 48 sekund"
"1227","21795539","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 1 sekund"
"1228","21795541","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 29 sekund"
"1229","21795542",">70","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 36 sekund"
"1230","21795552","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 41 sekund"
"1231","21795560","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","3 minutt 34 sekund"
"1232","21795561","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","47 sekund"
"1233","21795563","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 20 sekund"
"1234","21795564","50-59","Stranda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 35 sekund"
"1235","21795566","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","2 minutt 2 sekund"
"1236","21795572","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","2 minutt 14 sekund"
"1237","21795590","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","50 sekund"
"1238","21795837","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","58 sekund"
"1239","21795841","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","55 sekund"
"1240","21795844","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","41 sekund"
"1241","21795846","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","42 sekund"
"1242","21795853","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","51 sekund"
"1243","21795858","60-69","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","54 sekund"
"1244","21795877","30-39","Ørsya","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","27 sekund"
"1245","21795879","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 49 sekund"
"1246","21795886","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 10 sekund"
"1247","21795968","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","4 minutt 28 sekund"
"1248","21795972","20-29","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 49 sekund"
"1249","21795999","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","40 sekund"
"1250","21796000","50-59","Voldinje","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 21 sekund"
"1251","21796001","30-39","Fjord","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","54 sekund"
"1252","21796034","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 18 sekund"
"1253","21796037","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 1 sekund"
"1254","21796046","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 16 sekund"
"1255","21796058","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 53 sekund"
"1256","21796066","60-69","Ålesund","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 4 sekund"
"1257","21796071","50-59","Sande","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","48 sekund"
"1258","21796075","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt"
"1259","21796082",">70","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 27 sekund"
"1260","21796091","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","3 minutt 56 sekund"
"1261","21796098","30-39","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 18 sekund"
"1262","21796110","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 2 sekund"
"1263","21796112","40-49","Vanylven","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 1 sekund"
"1264","21796116","60-69","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","56 sekund"
"1265","21796124","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 4 sekund"
"1266","21796194","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","45 sekund"
"1267","21796195","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","55 sekund"
"1268","21796228","60-69","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","55 sekund"
"1269","21796242","60-69","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","54 sekund"
"1270","21796244","60-69","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","4 minutt 19 sekund"
"1271","21796249","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 57 sekund"
"1272","21796250","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 13 sekund"
"1273","21796269","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 57 sekund"
"1274","21796274","40-49","Ørsta/Vanylven","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 43 sekund"
"1275","21796292","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","53 sekund"
"1276","21796405","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 29 sekund"
"1277","21796445","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 38 sekund"
"1278","21796450","30-39","Vanylven","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","39 sekund"
"1279","21797093","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 1 sekund"
"1280","21797461","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 14 sekund"
"1281","21797736","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","3 minutt 21 sekund"
"1282","21797765","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","38 sekund"
"1283","21797770","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt"
"1284","21797778","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 2 sekund"
"1285","21797780","50-59","Ulstein","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 13 sekund"
"1286","21797789","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","34 sekund"
"1287","21797850","<20","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","28 sekund"
"1288","21797869","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 4 sekund"
"1289","21797870","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 44 sekund"
"1290","21797873","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 18 sekund"
"1291","21797881","50-59","Herøy","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 49 sekund"
"1292","21797883","60-69","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 59 sekund"
"1293","21797884","50-59","Vanylven","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 23 sekund"
"1294","21797899","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 4 sekund"
"1295","21797900","30-39","Ålesund","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 31 sekund"
"1296","21797902","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 3 sekund"
"1297","21797903","50-59","Volda/Ålesund","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 20 sekund"
"1298","21797905","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt"
"1299","21797910","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 26 sekund"
"1300","21797948","60-69","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 41 sekund"
"1301","21798119","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","49 sekund"
"1302","21798161",">70","Sula","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 1 sekund"
"1303","21798200","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","52 sekund"
"1304","21798201","60-69","Hareid","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","2 minutt 3 sekund"
"1305","21798203","60-69","Ørsts","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 23 sekund"
"1306","21798209","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","3 minutt 42 sekund"
"1307","21798212","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 49 sekund"
"1308","21798250","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","2 minutt"
